config,mode,T_kv,B,pipeline,n_runs,mean_ms,std_ms,min_ms,max_ms,median_ms,p5_ms,p95_ms,mean_tps,cv_pct
nemotron3_nano,prefill,2048,32,P0,10,7.1695,0.1373,6.9377,7.3117,7.2322,6.9377,7.3117,9140944.3,1.91
nemotron3_nano,prefill,2048,32,P1,10,7.8182,0.1826,7.6391,8.1463,7.786,7.6391,8.1463,8382492.1,2.34
nemotron3_nano,prefill,2048,32,P5,10,7.6076,0.1336,7.4137,7.7866,7.7001,7.4137,7.7866,8614543.4,1.76
nemotron3_nano,prefill,4096,1,P0,10,0.8674,0.0046,0.8565,0.8724,0.8695,0.8565,0.8724,4722158.2,0.52
nemotron3_nano,prefill,4096,1,P1,10,1.0722,0.0081,1.0628,1.0853,1.0758,1.0628,1.0853,3820182.8,0.76
nemotron3_nano,prefill,4096,1,P5,10,1.0663,0.0102,1.0589,1.089,1.0612,1.0589,1.089,3841320.5,0.96
nemotron3_nano,prefill,4096,2,P0,10,1.6561,0.0029,1.6524,1.6633,1.6561,1.6524,1.6633,4946561.2,0.18
nemotron3_nano,prefill,4096,2,P1,10,1.8819,0.0106,1.8708,1.9028,1.8808,1.8708,1.9028,4353047.5,0.56
nemotron3_nano,prefill,4096,2,P5,10,1.9158,0.0145,1.8787,1.9283,1.9185,1.8787,1.9283,4276020.5,0.75
nemotron3_nano,prefill,4096,4,P0,10,3.3314,0.0044,3.3279,3.3434,3.3308,3.3279,3.3434,4918052.5,0.13
nemotron3_nano,prefill,4096,4,P1,10,3.5073,0.0102,3.4935,3.5228,3.5129,3.4935,3.5228,4671399.7,0.29
nemotron3_nano,prefill,4096,4,P5,10,3.5674,0.0166,3.5471,3.5968,3.5659,3.5471,3.5968,4592700.6,0.47
nemotron3_nano,prefill,4096,8,P0,10,6.6153,0.2737,6.4038,7.226,6.6074,6.4038,7.226,4953365.7,4.14
nemotron3_nano,prefill,4096,8,P1,10,6.9699,0.0996,6.8257,7.1775,6.9978,6.8257,7.1775,4701358.7,1.43
nemotron3_nano,prefill,4096,8,P5,10,6.8545,0.0287,6.8229,6.896,6.8594,6.8229,6.896,4780509.2,0.42
nemotron3_nano,prefill,4096,16,P0,10,13.265,0.2278,12.7253,13.4516,13.3407,12.7253,13.4516,4940520.2,1.72
nemotron3_nano,prefill,4096,16,P1,10,13.8446,0.4357,13.4545,14.5066,13.7359,13.4545,14.5066,4733686.8,3.15
nemotron3_nano,prefill,4096,16,P5,10,14.2448,0.201,14.0188,14.5062,14.273,14.0188,14.5062,4600696.4,1.41
nemotron3_nano,prefill,4096,32,P0,10,27.7393,1.0793,26.4692,29.8267,27.8652,26.4692,29.8267,4725137.3,3.89
nemotron3_nano,prefill,4096,32,P1,10,27.34,0.2628,26.9656,27.7033,27.4097,26.9656,27.7033,4794147.8,0.96
nemotron3_nano,prefill,4096,32,P5,10,28.8156,0.5472,28.3299,29.8104,28.5701,28.3299,29.8104,4548647.3,1.9
nemotron3_nano,prefill,8192,1,P0,10,3.1682,0.0673,3.1301,3.3116,3.1333,3.1301,3.3116,2585695.3,2.12
nemotron3_nano,prefill,8192,1,P1,10,3.368,0.0111,3.3551,3.3886,3.3693,3.3551,3.3886,2432304.0,0.33
nemotron3_nano,prefill,8192,1,P5,10,3.4182,0.0353,3.3577,3.4558,3.4338,3.3577,3.4558,2396583.0,1.03
nemotron3_nano,prefill,8192,2,P0,10,6.3281,0.1023,6.216,6.512,6.3251,6.216,6.512,2589086.8,1.62
nemotron3_nano,prefill,8192,2,P1,10,6.6212,0.0131,6.6019,6.6453,6.6226,6.6019,6.6453,2474475.9,0.2
nemotron3_nano,prefill,8192,2,P5,10,6.619,0.0154,6.5984,6.6412,6.6208,6.5984,6.6412,2475298.4,0.23
nemotron3_nano,prefill,8192,4,P0,10,12.641,0.1475,12.3097,12.8356,12.6176,12.3097,12.8356,2592200.0,1.17
nemotron3_nano,prefill,8192,4,P1,10,12.9776,0.1679,12.8665,13.3902,12.8916,12.8665,13.3902,2524966.1,1.29
nemotron3_nano,prefill,8192,4,P5,10,13.9829,0.2931,13.3399,14.3091,14.0944,13.3399,14.3091,2343433.8,2.1
nemotron3_nano,prefill,8192,8,P0,10,25.8095,0.5065,25.3277,26.6632,25.6455,25.3277,26.6632,2539220.1,1.96
nemotron3_nano,prefill,8192,8,P1,10,25.9087,0.6629,25.4346,27.5662,25.6587,25.4346,27.5662,2529497.8,2.56
nemotron3_nano,prefill,8192,8,P5,10,27.5642,0.8541,26.5345,29.0647,27.3378,26.5345,29.0647,2377576.7,3.1
nemotron3_nano,prefill,16384,1,P0,10,12.5266,0.1855,12.1496,12.7399,12.5643,12.1496,12.7399,1307936.7,1.48
nemotron3_nano,prefill,16384,1,P1,10,12.9054,0.042,12.8661,12.9769,12.8927,12.8661,12.9769,1269546.1,0.33
nemotron3_nano,prefill,16384,1,P5,10,12.7997,0.102,12.6528,12.9491,12.8578,12.6528,12.9491,1280030.0,0.8
nemotron3_nano,prefill,16384,2,P0,10,25.7828,0.6326,24.8838,26.6199,25.9388,24.8838,26.6199,1270924.8,2.45
nemotron3_nano,prefill,16384,2,P1,10,25.5398,0.4761,25.1752,26.6905,25.4304,25.1752,26.6905,1283017.1,1.86
nemotron3_nano,prefill,16384,2,P5,10,25.9065,0.774,25.2422,27.4764,25.9046,25.2422,27.4764,1264856.3,2.99
nemotron3_nano,prefill,32768,1,P0,10,51.1694,0.8119,49.933,52.5096,50.89,49.933,52.5096,640382.7,1.59
nemotron3_nano,prefill,32768,1,P1,10,51.3073,1.3266,49.5248,54.3052,51.0048,49.5248,54.3052,638661.6,2.59
nemotron3_nano,prefill,32768,1,P5,10,51.1123,0.6148,50.5359,52.5498,51.0025,50.5359,52.5498,641098.1,1.2
deepseek_mla,decode,512,1,P0,10,0.0537,0.0085,0.0471,0.071,0.0513,0.0471,0.071,18622.0,15.81
deepseek_mla,decode,512,1,P1,10,0.2771,0.0116,0.2624,0.2932,0.2813,0.2624,0.2932,3608.8,4.2
deepseek_mla,decode,512,1,P3,10,0.054,0.003,0.0512,0.0607,0.0535,0.0512,0.0607,18518.5,5.5
deepseek_mla,decode,512,1,P5,10,0.0522,0.0012,0.0513,0.0554,0.0519,0.0513,0.0554,19157.1,2.28
deepseek_mla,decode,512,2,P0,10,0.0507,0.0068,0.0457,0.0663,0.0488,0.0457,0.0663,39447.7,13.48
deepseek_mla,decode,512,2,P1,10,0.2745,0.0131,0.2603,0.2948,0.2752,0.2603,0.2948,7286.0,4.78
deepseek_mla,decode,512,2,P3,10,0.0528,0.004,0.05,0.0633,0.0524,0.05,0.0633,37878.8,7.59
deepseek_mla,decode,512,2,P5,10,0.0518,0.0043,0.0494,0.0633,0.0503,0.0494,0.0633,38610.0,8.21
deepseek_mla,decode,512,4,P0,10,0.0533,0.0076,0.0487,0.0743,0.051,0.0487,0.0743,75046.9,14.34
deepseek_mla,decode,512,4,P1,10,0.2787,0.0133,0.2646,0.3015,0.2786,0.2646,0.3015,14352.4,4.76
deepseek_mla,decode,512,4,P3,10,0.0519,0.0025,0.0492,0.0583,0.0513,0.0492,0.0583,77071.3,4.81
deepseek_mla,decode,512,4,P5,10,0.0501,0.0015,0.049,0.0539,0.0496,0.049,0.0539,79840.3,3.0
deepseek_mla,decode,512,8,P0,10,0.0701,0.0018,0.0684,0.0744,0.0696,0.0684,0.0744,114122.7,2.6
deepseek_mla,decode,512,8,P1,10,0.2859,0.0101,0.2735,0.3005,0.286,0.2735,0.3005,27981.8,3.55
deepseek_mla,decode,512,8,P3,10,0.0541,0.0043,0.0504,0.0634,0.0534,0.0504,0.0634,147874.3,7.87
deepseek_mla,decode,512,8,P5,10,0.0515,0.0034,0.0497,0.061,0.0506,0.0497,0.061,155339.8,6.66
deepseek_mla,decode,512,16,P0,10,0.122,0.0014,0.12,0.1236,0.1227,0.12,0.1236,131147.5,1.12
deepseek_mla,decode,512,16,P1,10,0.3314,0.0079,0.3226,0.3506,0.3297,0.3226,0.3506,48280.0,2.37
deepseek_mla,decode,512,16,P3,10,0.0571,0.0013,0.0549,0.0596,0.0572,0.0549,0.0596,280210.2,2.23
deepseek_mla,decode,512,16,P5,10,0.0562,0.0012,0.0553,0.0594,0.056,0.0553,0.0594,284697.5,2.21
deepseek_mla,decode,512,32,P0,10,0.218,0.0021,0.2155,0.2221,0.218,0.2155,0.2221,146789.0,0.95
deepseek_mla,decode,512,32,P1,10,0.4327,0.0104,0.4189,0.4489,0.4312,0.4189,0.4489,73954.2,2.4
deepseek_mla,decode,512,32,P3,10,0.0828,0.0032,0.0799,0.089,0.082,0.0799,0.089,386473.4,3.84
deepseek_mla,decode,512,32,P5,10,0.0813,0.0037,0.0791,0.0912,0.0802,0.0791,0.0912,393603.9,4.5
deepseek_mla,decode,512,64,P0,10,0.4114,0.0026,0.408,0.4174,0.4109,0.408,0.4174,155566.4,0.64
deepseek_mla,decode,512,64,P1,10,0.6369,0.0172,0.6195,0.6718,0.6354,0.6195,0.6718,100486.7,2.7
deepseek_mla,decode,512,64,P3,10,0.1309,0.0023,0.1283,0.135,0.1309,0.1283,0.135,488922.8,1.73
deepseek_mla,decode,512,64,P5,10,0.1287,0.0015,0.1272,0.1323,0.1287,0.1272,0.1323,497280.5,1.16
deepseek_mla,decode,512,128,P0,10,0.7899,0.0033,0.7847,0.7972,0.7905,0.7847,0.7972,162045.8,0.42
deepseek_mla,decode,512,128,P1,10,1.0289,0.0038,1.0261,1.0383,1.0273,1.0261,1.0383,124404.7,0.36
deepseek_mla,decode,512,128,P3,10,0.2266,0.0038,0.2231,0.234,0.2264,0.2231,0.234,564872.0,1.67
deepseek_mla,decode,512,128,P5,10,0.2249,0.0021,0.222,0.2291,0.2249,0.222,0.2291,569141.8,0.96
deepseek_mla,decode,1024,1,P0,10,0.0554,0.0109,0.0481,0.0789,0.0493,0.0481,0.0789,18050.5,19.77
deepseek_mla,decode,1024,1,P1,10,0.2765,0.0146,0.2617,0.3076,0.2794,0.2617,0.3076,3616.6,5.29
deepseek_mla,decode,1024,1,P3,10,0.0712,0.0011,0.0697,0.0734,0.0709,0.0697,0.0734,14044.9,1.58
deepseek_mla,decode,1024,1,P5,10,0.0697,0.0007,0.069,0.0712,0.0695,0.069,0.0712,14347.2,0.98
deepseek_mla,decode,1024,2,P0,10,0.0552,0.006,0.0504,0.0701,0.0528,0.0504,0.0701,36231.9,10.95
deepseek_mla,decode,1024,2,P1,10,0.2801,0.0124,0.2661,0.2954,0.2813,0.2661,0.2954,7140.3,4.41
deepseek_mla,decode,1024,2,P3,10,0.0749,0.0056,0.0694,0.0878,0.0731,0.0694,0.0878,26702.3,7.53
deepseek_mla,decode,1024,2,P5,10,0.0723,0.0054,0.0697,0.0876,0.0708,0.0697,0.0876,27662.5,7.54
deepseek_mla,decode,1024,4,P0,10,0.0714,0.0026,0.0697,0.0784,0.0706,0.0697,0.0784,56022.4,3.67
deepseek_mla,decode,1024,4,P1,10,0.2907,0.0116,0.2762,0.3057,0.2936,0.2762,0.3057,13759.9,4.0
deepseek_mla,decode,1024,4,P3,10,0.0724,0.0028,0.0699,0.0775,0.072,0.0699,0.0775,55248.6,3.85
deepseek_mla,decode,1024,4,P5,10,0.0725,0.0046,0.0694,0.085,0.071,0.0694,0.085,55172.4,6.33
deepseek_mla,decode,1024,8,P0,10,0.1211,0.0015,0.1193,0.1242,0.1209,0.1193,0.1242,66061.1,1.28
deepseek_mla,decode,1024,8,P1,10,0.3294,0.0029,0.3242,0.3323,0.3303,0.3242,0.3323,24286.6,0.88
deepseek_mla,decode,1024,8,P3,10,0.075,0.0066,0.0703,0.0875,0.0723,0.0703,0.0875,106666.7,8.81
deepseek_mla,decode,1024,8,P5,10,0.0712,0.0017,0.0695,0.0744,0.0708,0.0695,0.0744,112359.6,2.35
deepseek_mla,decode,1024,16,P0,10,0.216,0.0031,0.2123,0.2231,0.2162,0.2123,0.2231,74074.1,1.41
deepseek_mla,decode,1024,16,P1,10,0.4338,0.013,0.415,0.4529,0.4339,0.415,0.4529,36883.4,2.99
deepseek_mla,decode,1024,16,P3,10,0.0817,0.002,0.0797,0.0847,0.0813,0.0797,0.0847,195838.4,2.41
deepseek_mla,decode,1024,16,P5,10,0.0831,0.0065,0.0794,0.0968,0.0801,0.0794,0.0968,192539.1,7.84
deepseek_mla,decode,1024,32,P0,10,0.4029,0.0031,0.3987,0.4089,0.403,0.3987,0.4089,79424.2,0.78
deepseek_mla,decode,1024,32,P1,10,0.623,0.0096,0.6108,0.6416,0.6221,0.6108,0.6416,51364.4,1.54
deepseek_mla,decode,1024,32,P3,10,0.1297,0.0027,0.1264,0.1357,0.1292,0.1264,0.1357,246723.2,2.07
deepseek_mla,decode,1024,32,P5,10,0.1312,0.0052,0.1274,0.1431,0.1293,0.1274,0.1431,243902.4,3.97
deepseek_mla,decode,1024,64,P0,10,0.7706,0.0025,0.7676,0.7766,0.7704,0.7676,0.7766,83052.2,0.32
deepseek_mla,decode,1024,64,P1,10,1.0116,0.0068,1.0046,1.0249,1.0131,1.0046,1.0249,63266.1,0.67
deepseek_mla,decode,1024,64,P3,10,0.2251,0.0045,0.2215,0.2362,0.2231,0.2215,0.2362,284318.1,2.0
deepseek_mla,decode,1024,64,P5,10,0.2241,0.004,0.2206,0.2344,0.2225,0.2206,0.2344,285586.8,1.79
deepseek_mla,decode,1024,128,P0,10,1.5023,0.0025,1.5002,1.5085,1.5018,1.5002,1.5085,85202.7,0.16
deepseek_mla,decode,1024,128,P1,10,1.9477,0.0065,1.9321,1.9559,1.9502,1.9321,1.9559,65718.5,0.33
deepseek_mla,decode,1024,128,P3,10,0.4087,0.0026,0.4054,0.4147,0.4085,0.4054,0.4147,313188.2,0.64
deepseek_mla,decode,1024,128,P5,10,0.4093,0.0039,0.4053,0.4181,0.4083,0.4053,0.4181,312729.0,0.95
deepseek_mla,decode,2048,1,P0,10,0.057,0.0042,0.0539,0.0676,0.0554,0.0539,0.0676,17543.9,7.31
deepseek_mla,decode,2048,1,P1,10,0.281,0.0112,0.2669,0.298,0.2819,0.2669,0.298,3558.7,4.0
deepseek_mla,decode,2048,1,P3,10,0.1118,0.0051,0.108,0.1247,0.1104,0.108,0.1247,8944.5,4.56
deepseek_mla,decode,2048,1,P5,10,0.1102,0.0045,0.1072,0.1223,0.109,0.1072,0.1223,9074.4,4.08
deepseek_mla,decode,2048,2,P0,10,0.0705,0.0009,0.0693,0.0721,0.0704,0.0693,0.0721,28368.8,1.33
deepseek_mla,decode,2048,2,P1,10,0.2882,0.0118,0.2744,0.305,0.2909,0.2744,0.305,6939.6,4.1
deepseek_mla,decode,2048,2,P3,10,0.112,0.0039,0.1089,0.122,0.1112,0.1089,0.122,17857.1,3.49
deepseek_mla,decode,2048,2,P5,10,0.1106,0.0035,0.1076,0.1196,0.1101,0.1076,0.1196,18083.2,3.13
deepseek_mla,decode,2048,4,P0,10,0.1228,0.0056,0.1192,0.1382,0.1211,0.1192,0.1382,32573.3,4.58
deepseek_mla,decode,2048,4,P1,10,0.3374,0.0115,0.3241,0.3548,0.3389,0.3241,0.3548,11855.4,3.41
deepseek_mla,decode,2048,4,P3,10,0.115,0.0074,0.1103,0.1332,0.1123,0.1103,0.1332,34782.6,6.46
deepseek_mla,decode,2048,4,P5,10,0.1108,0.0016,0.1096,0.1151,0.1107,0.1096,0.1151,36101.1,1.42
deepseek_mla,decode,2048,8,P0,10,0.2121,0.0016,0.2097,0.215,0.212,0.2097,0.215,37718.1,0.74
deepseek_mla,decode,2048,8,P1,10,0.4339,0.0122,0.4185,0.4495,0.4358,0.4185,0.4495,18437.4,2.81
deepseek_mla,decode,2048,8,P3,10,0.1128,0.002,0.111,0.1161,0.112,0.111,0.1161,70922.0,1.77
deepseek_mla,decode,2048,8,P5,10,0.1124,0.0033,0.11,0.1209,0.1114,0.11,0.1209,71174.4,2.97
deepseek_mla,decode,2048,16,P0,10,0.3979,0.0028,0.3943,0.4036,0.3979,0.3943,0.4036,40211.1,0.71
deepseek_mla,decode,2048,16,P1,10,0.6182,0.0105,0.6011,0.6327,0.6178,0.6011,0.6327,25881.6,1.69
deepseek_mla,decode,2048,16,P3,10,0.1279,0.0018,0.1256,0.1306,0.128,0.1256,0.1306,125097.7,1.42
deepseek_mla,decode,2048,16,P5,10,0.1294,0.005,0.1256,0.1406,0.1272,0.1256,0.1406,123647.6,3.86
deepseek_mla,decode,2048,32,P0,10,0.7627,0.0031,0.7588,0.7696,0.7632,0.7588,0.7696,41956.2,0.41
deepseek_mla,decode,2048,32,P1,10,1.0094,0.0227,0.9987,1.0734,1.0014,0.9987,1.0734,31702.0,2.25
deepseek_mla,decode,2048,32,P3,10,0.2255,0.007,0.2199,0.2419,0.2237,0.2199,0.2419,141906.9,3.13
deepseek_mla,decode,2048,32,P5,10,0.2221,0.0031,0.2189,0.2282,0.2213,0.2189,0.2282,144079.2,1.4
deepseek_mla,decode,2048,64,P0,10,1.4797,0.004,1.4758,1.4889,1.4785,1.4758,1.4889,43252.0,0.27
deepseek_mla,decode,2048,64,P1,10,1.9285,0.0152,1.9203,1.9712,1.9247,1.9203,1.9712,33186.4,0.79
deepseek_mla,decode,2048,64,P3,10,0.408,0.0039,0.4047,0.4181,0.4079,0.4047,0.4181,156862.7,0.96
deepseek_mla,decode,2048,64,P5,10,0.41,0.0054,0.4043,0.4195,0.4094,0.4043,0.4195,156097.6,1.31
deepseek_mla,decode,2048,128,P0,10,2.9233,0.0047,2.918,2.9333,2.9231,2.918,2.9333,43786.1,0.16
deepseek_mla,decode,2048,128,P1,10,3.7862,0.005,3.7813,3.7972,3.7856,3.7813,3.7972,33807.0,0.13
deepseek_mla,decode,2048,128,P3,10,0.874,0.0046,0.8684,0.8833,0.8738,0.8684,0.8833,146453.1,0.53
deepseek_mla,decode,2048,128,P5,10,0.8745,0.0042,0.8674,0.8827,0.874,0.8674,0.8827,146369.4,0.48
deepseek_mla,decode,4096,1,P0,10,0.0688,0.0053,0.0655,0.0829,0.0671,0.0655,0.0829,14534.9,7.64
deepseek_mla,decode,4096,1,P1,10,0.2824,0.0103,0.2699,0.2963,0.2841,0.2699,0.2963,3541.1,3.64
deepseek_mla,decode,4096,1,P3,10,0.1915,0.0025,0.1887,0.1959,0.1905,0.1887,0.1959,5221.9,1.33
deepseek_mla,decode,4096,1,P5,10,0.1896,0.0016,0.1876,0.1923,0.1896,0.1876,0.1923,5274.3,0.85
deepseek_mla,decode,4096,2,P0,10,0.1231,0.0022,0.1205,0.1279,0.1229,0.1205,0.1279,16247.0,1.76
deepseek_mla,decode,4096,2,P1,10,0.3355,0.008,0.3253,0.3508,0.337,0.3253,0.3508,5961.3,2.4
deepseek_mla,decode,4096,2,P3,10,0.1922,0.0026,0.1893,0.1976,0.192,0.1893,0.1976,10405.8,1.35
deepseek_mla,decode,4096,2,P5,10,0.1904,0.0017,0.1881,0.1935,0.19,0.1881,0.1935,10504.2,0.89
deepseek_mla,decode,4096,4,P0,10,0.2129,0.0022,0.2108,0.2174,0.2124,0.2108,0.2174,18788.2,1.03
deepseek_mla,decode,4096,4,P1,10,0.4317,0.0117,0.4191,0.4566,0.4304,0.4191,0.4566,9265.7,2.72
deepseek_mla,decode,4096,4,P3,10,0.1923,0.0026,0.1888,0.1964,0.1927,0.1888,0.1964,20800.8,1.36
deepseek_mla,decode,4096,4,P5,10,0.1921,0.0037,0.1888,0.1995,0.1905,0.1888,0.1995,20822.5,1.94
deepseek_mla,decode,4096,8,P0,10,0.3873,0.0026,0.3847,0.3933,0.3864,0.3847,0.3933,20655.8,0.66
deepseek_mla,decode,4096,8,P1,10,0.6075,0.0071,0.6007,0.6198,0.6046,0.6007,0.6198,13168.7,1.17
deepseek_mla,decode,4096,8,P3,10,0.192,0.0025,0.1893,0.197,0.1921,0.1893,0.197,41666.7,1.29
deepseek_mla,decode,4096,8,P5,10,0.1923,0.0028,0.1893,0.1971,0.1924,0.1893,0.1971,41601.7,1.45
deepseek_mla,decode,4096,16,P0,10,0.7574,0.0043,0.7529,0.7668,0.7574,0.7529,0.7668,21124.9,0.57
deepseek_mla,decode,4096,16,P1,10,0.9978,0.0038,0.9941,1.0073,0.9969,0.9941,1.0073,16035.3,0.38
deepseek_mla,decode,4096,16,P3,10,0.2228,0.0043,0.2193,0.2306,0.221,0.2193,0.2306,71813.3,1.92
deepseek_mla,decode,4096,16,P5,10,0.2214,0.0015,0.2194,0.2232,0.2221,0.2194,0.2232,72267.4,0.68
deepseek_mla,decode,4096,32,P0,10,1.4794,0.005,1.4744,1.4894,1.4785,1.4744,1.4894,21630.4,0.34
deepseek_mla,decode,4096,32,P1,10,1.9263,0.0039,1.9214,1.9342,1.9262,1.9214,1.9342,16612.2,0.2
deepseek_mla,decode,4096,32,P3,10,0.4109,0.0044,0.4071,0.4217,0.4112,0.4071,0.4217,77877.8,1.07
deepseek_mla,decode,4096,32,P5,10,0.4104,0.006,0.4064,0.4266,0.4085,0.4064,0.4266,77972.7,1.46
deepseek_mla,decode,4096,64,P0,10,2.8996,0.004,2.8958,2.9087,2.8987,2.8958,2.9087,22072.0,0.14
deepseek_mla,decode,4096,64,P1,10,3.7613,0.0051,3.7541,3.7707,3.7599,3.7541,3.7707,17015.4,0.13
deepseek_mla,decode,4096,64,P3,10,0.8786,0.0049,0.8724,0.8913,0.8779,0.8724,0.8913,72843.2,0.56
deepseek_mla,decode,4096,64,P5,10,0.8811,0.0054,0.8722,0.8905,0.8811,0.8722,0.8905,72636.5,0.61
deepseek_mla,decode,4096,128,P0,10,5.7967,0.0068,5.7898,5.811,5.796,5.7898,5.811,22081.5,0.12
deepseek_mla,decode,4096,128,P1,10,7.4637,0.0061,7.4572,7.4792,7.4633,7.4572,7.4792,17149.7,0.08
deepseek_mla,decode,4096,128,P3,10,1.7377,0.1049,1.6956,2.0356,1.7075,1.6956,2.0356,73660.6,6.04
deepseek_mla,decode,4096,128,P5,10,1.7056,0.0088,1.6911,1.7165,1.7078,1.6911,1.7165,75046.9,0.51
deepseek_mla,decode,8192,1,P0,10,0.111,0.002,0.1089,0.1142,0.11,0.1089,0.1142,9009.0,1.77
deepseek_mla,decode,8192,1,P1,10,0.3245,0.0086,0.3135,0.3415,0.3252,0.3135,0.3415,3081.7,2.65
deepseek_mla,decode,8192,1,P3,10,0.3508,0.0039,0.3464,0.3587,0.3504,0.3464,0.3587,2850.6,1.1
deepseek_mla,decode,8192,1,P5,10,0.3497,0.0043,0.346,0.3606,0.3489,0.346,0.3606,2859.6,1.24
deepseek_mla,decode,8192,2,P0,10,0.2146,0.0023,0.2122,0.2189,0.2139,0.2122,0.2189,9319.7,1.08
deepseek_mla,decode,8192,2,P1,10,0.4317,0.0095,0.4186,0.4501,0.4317,0.4186,0.4501,4632.8,2.21
deepseek_mla,decode,8192,2,P3,10,0.3528,0.0054,0.3477,0.3637,0.3522,0.3477,0.3637,5668.9,1.54
deepseek_mla,decode,8192,2,P5,10,0.3501,0.0018,0.3468,0.3527,0.3507,0.3468,0.3527,5712.7,0.52
deepseek_mla,decode,8192,4,P0,10,0.3882,0.0024,0.3856,0.3938,0.3881,0.3856,0.3938,10304.0,0.61
deepseek_mla,decode,8192,4,P1,10,0.6083,0.0094,0.5936,0.6209,0.6077,0.5936,0.6209,6575.7,1.55
deepseek_mla,decode,8192,4,P3,10,0.3532,0.0073,0.3478,0.3714,0.3513,0.3478,0.3714,11325.0,2.07
deepseek_mla,decode,8192,4,P5,10,0.3527,0.0038,0.3476,0.3578,0.353,0.3476,0.3578,11341.1,1.09
deepseek_mla,decode,8192,8,P0,10,0.7349,0.0031,0.7311,0.7416,0.7344,0.7311,0.7416,10885.8,0.42
deepseek_mla,decode,8192,8,P1,10,0.9767,0.0039,0.9724,0.9825,0.9761,0.9724,0.9825,8190.8,0.39
deepseek_mla,decode,8192,8,P3,10,0.3529,0.0049,0.3488,0.3644,0.3513,0.3488,0.3644,22669.3,1.39
deepseek_mla,decode,8192,8,P5,10,0.3511,0.0041,0.3477,0.3621,0.3505,0.3477,0.3621,22785.5,1.16
deepseek_mla,decode,8192,16,P0,10,1.4708,0.002,1.4683,1.4742,1.471,1.4683,1.4742,10878.4,0.14
deepseek_mla,decode,8192,16,P1,10,1.9198,0.0034,1.9157,1.9272,1.9203,1.9157,1.9272,8334.2,0.18
deepseek_mla,decode,8192,16,P3,10,0.4105,0.0041,0.4055,0.4175,0.4098,0.4055,0.4175,38976.9,1.0
deepseek_mla,decode,8192,16,P5,10,0.4078,0.0024,0.4044,0.4135,0.4076,0.4044,0.4135,39234.9,0.59
deepseek_mla,decode,8192,32,P0,10,2.877,0.0032,2.8732,2.8852,2.8763,2.8732,2.8852,11122.7,0.11
deepseek_mla,decode,8192,32,P1,10,3.7372,0.0047,3.7333,3.7466,3.7348,3.7333,3.7466,8562.6,0.13
deepseek_mla,decode,8192,32,P3,10,0.8873,0.0184,0.8749,0.9263,0.8792,0.8749,0.9263,36064.5,2.08
deepseek_mla,decode,8192,32,P5,10,0.8883,0.012,0.8766,0.9191,0.8865,0.8766,0.9191,36023.9,1.35
deepseek_mla,decode,8192,64,P0,10,5.76,0.1182,5.714,6.0954,5.7218,5.714,6.0954,11111.1,2.05
deepseek_mla,decode,8192,64,P1,10,7.4591,0.1362,7.3754,7.8364,7.4461,7.3754,7.8364,8580.1,1.83
deepseek_mla,decode,8192,64,P3,10,1.7211,0.0051,1.7124,1.7281,1.7218,1.7124,1.7281,37185.5,0.29
deepseek_mla,decode,8192,64,P5,10,1.7199,0.0037,1.715,1.7253,1.719,1.715,1.7253,37211.5,0.22
deepseek_mla,decode,8192,128,P0,10,11.5339,0.0083,11.526,11.5542,11.532,11.526,11.5542,11097.7,0.07
deepseek_mla,decode,8192,128,P1,10,14.7712,0.0092,14.7593,14.7915,14.769,14.7593,14.7915,8665.5,0.06
deepseek_mla,decode,8192,128,P3,10,3.3699,0.0157,3.3444,3.3908,3.374,3.3444,3.3908,37983.3,0.47
deepseek_mla,decode,8192,128,P5,10,3.3702,0.0144,3.3509,3.3898,3.3725,3.3509,3.3898,37979.9,0.43
deepseek_mla,decode,16384,1,P0,10,0.1923,0.0049,0.1886,0.203,0.1897,0.1886,0.203,5200.2,2.53
deepseek_mla,decode,16384,1,P1,10,0.4083,0.008,0.3969,0.4204,0.4096,0.3969,0.4204,2449.2,1.97
deepseek_mla,decode,16384,1,P3,10,0.6658,0.0043,0.6619,0.677,0.6653,0.6619,0.677,1502.0,0.65
deepseek_mla,decode,16384,1,P5,10,0.6641,0.0021,0.6606,0.6682,0.6638,0.6606,0.6682,1505.8,0.32
deepseek_mla,decode,16384,2,P0,10,0.3918,0.0023,0.3891,0.3965,0.3914,0.3891,0.3965,5104.6,0.59
deepseek_mla,decode,16384,2,P1,10,0.6134,0.0084,0.6012,0.6301,0.6121,0.6012,0.6301,3260.5,1.37
deepseek_mla,decode,16384,2,P3,10,0.6681,0.0036,0.6646,0.6767,0.6672,0.6646,0.6767,2993.6,0.53
deepseek_mla,decode,16384,2,P5,10,0.6674,0.0028,0.6645,0.6748,0.6669,0.6645,0.6748,2996.7,0.42
deepseek_mla,decode,16384,4,P0,10,0.7382,0.0027,0.7349,0.744,0.7382,0.7349,0.744,5418.6,0.37
deepseek_mla,decode,16384,4,P1,10,0.9902,0.0043,0.9822,0.9937,0.9922,0.9822,0.9937,4039.6,0.44
deepseek_mla,decode,16384,4,P3,10,0.6712,0.0023,0.6689,0.6765,0.671,0.6689,0.6765,5959.5,0.35
deepseek_mla,decode,16384,4,P5,10,0.6692,0.0021,0.6668,0.6745,0.6693,0.6668,0.6745,5977.3,0.32
deepseek_mla,decode,16384,8,P0,10,1.4344,0.0035,1.4307,1.4409,1.4333,1.4307,1.4409,5577.2,0.25
