config,mode,T_kv,B,pipeline,n_runs,mean_ms,std_ms,min_ms,max_ms,median_ms,p5_ms,p95_ms,mean_tps,cv_pct
mistral_7b,prefill,512,4,P0,10,0.1231,0.0016,0.1208,0.1262,0.1228,0.1208,0.1262,16636880.6,1.32
mistral_7b,prefill,512,4,P1,10,0.3408,0.0168,0.3229,0.3646,0.3331,0.3229,0.3646,6009389.7,4.92
mistral_7b,prefill,512,4,P5,10,0.3319,0.0063,0.3234,0.3412,0.3324,0.3234,0.3412,6170533.3,1.9
mistral_7b,prefill,512,8,P0,10,0.2123,0.0026,0.2092,0.2177,0.2122,0.2092,0.2177,19293452.7,1.23
mistral_7b,prefill,512,8,P1,10,0.433,0.011,0.4201,0.4527,0.4342,0.4201,0.4527,9459584.3,2.54
mistral_7b,prefill,512,8,P5,10,0.4292,0.0129,0.4159,0.4494,0.4278,0.4159,0.4494,9543336.4,3.01
mistral_7b,prefill,512,16,P0,10,0.3949,0.0031,0.3912,0.4002,0.3951,0.3912,0.4002,20744492.3,0.79
mistral_7b,prefill,512,16,P1,10,0.6366,0.0073,0.6277,0.6478,0.635,0.6277,0.6478,12868363.2,1.14
mistral_7b,prefill,512,16,P5,10,0.637,0.0087,0.6256,0.6501,0.6371,0.6256,0.6501,12860282.6,1.37
mistral_7b,prefill,512,32,P0,10,0.7482,0.0037,0.7429,0.7545,0.7488,0.7429,0.7545,21897888.3,0.49
mistral_7b,prefill,512,32,P1,10,1.1945,0.0036,1.1895,1.2012,1.1953,1.1895,1.2012,13716199.2,0.3
mistral_7b,prefill,512,32,P5,10,1.2627,0.1985,1.1934,1.8275,1.1989,1.1934,1.8275,12975370.2,15.72
mistral_7b,prefill,1024,1,P0,10,0.0958,0.0062,0.0924,0.1126,0.0938,0.0924,0.1126,10688935.3,6.43
mistral_7b,prefill,1024,1,P1,10,0.3155,0.0111,0.3023,0.3427,0.315,0.3023,0.3427,3245641.8,3.53
mistral_7b,prefill,1024,1,P5,10,0.312,0.0108,0.3029,0.3379,0.3105,0.3029,0.3379,3282051.3,3.45
mistral_7b,prefill,1024,2,P0,10,0.1659,0.0021,0.1635,0.1689,0.1661,0.1635,0.1689,12344786.0,1.26
mistral_7b,prefill,1024,2,P1,10,0.3841,0.0146,0.3695,0.4095,0.3811,0.3695,0.4095,5331944.8,3.79
mistral_7b,prefill,1024,2,P5,10,0.3785,0.0134,0.3679,0.4067,0.372,0.3679,0.4067,5410832.2,3.55
mistral_7b,prefill,1024,4,P0,10,0.3057,0.0021,0.3032,0.3096,0.3061,0.3032,0.3096,13398757.0,0.68
mistral_7b,prefill,1024,4,P1,10,0.6152,0.2692,0.5172,1.3806,0.5306,0.5172,1.3806,6657997.4,43.76
mistral_7b,prefill,1024,4,P5,10,0.5288,0.0136,0.5112,0.5545,0.5309,0.5112,0.5545,7745839.6,2.57
mistral_7b,prefill,1024,8,P0,10,0.5797,0.0055,0.5747,0.5945,0.578,0.5747,0.5945,14131447.3,0.95
mistral_7b,prefill,1024,8,P1,10,0.822,0.0099,0.8096,0.8401,0.8212,0.8096,0.8401,9965936.7,1.2
mistral_7b,prefill,1024,8,P5,10,0.8198,0.011,0.8066,0.8446,0.8172,0.8066,0.8446,9992681.1,1.34
mistral_7b,prefill,1024,16,P0,10,1.1142,0.0042,1.1106,1.1219,1.1127,1.1106,1.1219,14704720.9,0.38
mistral_7b,prefill,1024,16,P1,10,1.5599,0.0037,1.5545,1.5671,1.5598,1.5545,1.5671,10503237.4,0.24
mistral_7b,prefill,1024,16,P5,10,1.5605,0.0037,1.5567,1.5687,1.5591,1.5567,1.5687,10499199.0,0.24
mistral_7b,prefill,1024,32,P0,10,2.1364,0.0037,2.1331,2.1461,2.1353,2.1331,2.1461,15337951.7,0.17
mistral_7b,prefill,1024,32,P1,10,3.0026,0.0038,2.9977,3.0091,3.0034,2.9977,3.0091,10913208.6,0.13
mistral_7b,prefill,1024,32,P5,10,2.9941,0.0038,2.9891,3.0012,2.9934,2.9891,3.0012,10944190.2,0.13
mistral_7b,prefill,2048,1,P0,10,0.2556,0.0027,0.252,0.2609,0.2552,0.252,0.2609,8012519.6,1.04
mistral_7b,prefill,2048,1,P1,10,0.4714,0.013,0.458,0.4935,0.4706,0.458,0.4935,4344505.7,2.75
mistral_7b,prefill,2048,1,P5,10,0.4734,0.0176,0.4556,0.4956,0.4821,0.4556,0.4956,4326151.2,3.71
mistral_7b,prefill,2048,2,P0,10,0.4824,0.0036,0.4773,0.4882,0.4826,0.4773,0.4882,8490878.9,0.75
mistral_7b,prefill,2048,2,P1,10,0.7032,0.0087,0.6876,0.7195,0.7019,0.6876,0.7195,5824800.9,1.23
mistral_7b,prefill,2048,2,P5,10,0.7026,0.0114,0.6871,0.7198,0.6987,0.6871,0.7198,5829775.1,1.62
mistral_7b,prefill,2048,4,P0,10,0.9324,0.0024,0.9306,0.9387,0.9316,0.9306,0.9387,8785928.8,0.25
mistral_7b,prefill,2048,4,P1,10,1.1747,0.0067,1.1674,1.1846,1.1737,1.1674,1.1846,6973695.4,0.57
mistral_7b,prefill,2048,4,P5,10,1.1747,0.0098,1.1675,1.1913,1.169,1.1675,1.1913,6973695.4,0.84
mistral_7b,prefill,2048,8,P0,10,1.827,0.0021,1.8244,1.8322,1.8268,1.8244,1.8322,8967706.6,0.12
mistral_7b,prefill,2048,8,P1,10,2.2839,0.0087,2.268,2.2948,2.2878,2.268,2.2948,7173694.1,0.38
mistral_7b,prefill,2048,8,P5,10,2.292,0.0035,2.2882,2.2988,2.2913,2.2882,2.2988,7148342.1,0.15
mistral_7b,prefill,2048,16,P0,10,3.5794,0.0137,3.5721,3.6172,3.5755,3.5721,3.6172,9154606.9,0.38
mistral_7b,prefill,2048,16,P1,10,4.4426,0.0061,4.4376,4.4579,4.4407,4.4376,4.4579,7375861.0,0.14
mistral_7b,prefill,2048,16,P5,10,4.4339,0.0049,4.4282,4.4442,4.434,4.4282,4.4442,7390333.6,0.11
mistral_7b,prefill,2048,32,P0,10,7.1921,0.1144,7.0515,7.2862,7.2819,7.0515,7.2862,9112220.4,1.59
mistral_7b,prefill,2048,32,P1,10,8.7332,0.0144,8.7126,8.7607,8.7369,8.7126,8.7607,7504236.7,0.17
mistral_7b,prefill,2048,32,P5,10,8.7275,0.0123,8.716,8.7545,8.7247,8.716,8.7545,7509137.8,0.14
mistral_7b,prefill,4096,1,P0,10,1.0367,0.5776,0.848,2.6806,0.8517,0.848,2.6806,3950998.4,55.72
mistral_7b,prefill,4096,1,P1,10,1.0784,0.0122,1.067,1.1055,1.0791,1.067,1.1055,3798219.6,1.13
mistral_7b,prefill,4096,1,P5,10,1.0726,0.0111,1.0624,1.0917,1.0743,1.0624,1.0917,3818758.2,1.03
mistral_7b,prefill,4096,2,P0,10,1.6663,0.0029,1.6635,1.6716,1.6658,1.6635,1.6716,4916281.6,0.17
mistral_7b,prefill,4096,2,P1,10,1.9119,0.0117,1.8997,1.9331,1.9114,1.8997,1.9331,4284742.9,0.61
mistral_7b,prefill,4096,2,P5,10,1.9074,0.0126,1.8998,1.9421,1.9032,1.8998,1.9421,4294851.6,0.66
mistral_7b,prefill,4096,4,P0,10,3.2648,0.005,3.2606,3.2767,3.2639,3.2606,3.2767,5018377.8,0.15
mistral_7b,prefill,4096,4,P1,10,3.7387,0.0077,3.7336,3.7599,3.7361,3.7336,3.7599,4382271.9,0.21
mistral_7b,prefill,4096,4,P5,10,3.7406,0.0057,3.7347,3.7491,3.7383,3.7347,3.7491,4380046.0,0.15
mistral_7b,prefill,4096,8,P0,10,6.5419,0.1193,6.437,6.7119,6.493,6.437,6.7119,5008942.4,1.82
mistral_7b,prefill,4096,8,P1,10,7.4511,0.1686,7.3096,7.9098,7.4228,7.3096,7.9098,4397739.9,2.26
mistral_7b,prefill,4096,8,P5,10,7.424,0.0072,7.4199,7.4442,7.4219,7.4199,7.4442,4413793.1,0.1
mistral_7b,prefill,4096,16,P0,10,13.3003,0.1574,12.8699,13.3913,13.3644,12.8699,13.3913,4927407.7,1.18
mistral_7b,prefill,4096,16,P1,10,15.3917,0.3761,14.6671,15.7857,15.4465,14.6671,15.7857,4257879.2,2.44
mistral_7b,prefill,4096,16,P5,10,15.5061,0.4858,14.9669,16.2865,15.2926,14.9669,16.2865,4226465.7,3.13
mistral_7b,prefill,4096,32,P0,10,26.7222,0.3844,25.9805,27.246,26.7921,25.9805,27.246,4904985.4,1.44
mistral_7b,prefill,4096,32,P1,10,29.9996,0.6538,28.9805,30.9684,30.0217,28.9805,30.9684,4369124.9,2.18
mistral_7b,prefill,4096,32,P5,10,30.8318,1.6031,28.779,33.3662,30.6421,28.779,33.3662,4251195.2,5.2
mistral_7b,prefill,8192,1,P0,10,3.1453,0.0073,3.1397,3.1611,3.1428,3.1397,3.1611,2604521.0,0.23
mistral_7b,prefill,8192,1,P1,10,3.4617,0.0181,3.437,3.4889,3.4685,3.437,3.4889,2366467.3,0.52
mistral_7b,prefill,8192,1,P5,10,3.4448,0.0096,3.4362,3.4613,3.4406,3.4362,3.4613,2378077.1,0.28
mistral_7b,prefill,8192,2,P0,10,6.2608,0.0448,6.1843,6.2961,6.2874,6.1843,6.2961,2616918.0,0.71
mistral_7b,prefill,8192,2,P1,10,7.1475,0.1217,7.0236,7.4353,7.1694,7.0236,7.4353,2292270.0,1.7
mistral_7b,prefill,8192,2,P5,10,6.8074,0.0829,6.6728,6.9388,6.8393,6.6728,6.9388,2406792.6,1.22
mistral_7b,prefill,8192,4,P0,10,12.6636,0.1132,12.5349,12.857,12.6423,12.5349,12.857,2587573.8,0.89
mistral_7b,prefill,8192,4,P1,10,13.5227,0.0518,13.4212,13.6035,13.5226,13.4212,13.6035,2423184.7,0.38
mistral_7b,prefill,8192,4,P5,10,14.3325,0.3181,13.9533,14.7571,14.4363,13.9533,14.7571,2286272.5,2.22
mistral_7b,prefill,8192,8,P0,10,26.0551,0.6534,24.8581,27.4265,25.9013,24.8581,27.4265,2515284.9,2.51
mistral_7b,prefill,8192,8,P1,10,26.698,0.2766,26.0637,26.997,26.8381,26.0637,26.997,2454715.7,1.04
mistral_7b,prefill,8192,8,P5,10,28.5335,0.557,27.8356,29.4414,28.439,27.8356,29.4414,2296809.0,1.95
mistral_7b,prefill,16384,1,P0,10,12.7481,0.2496,12.48,13.1738,12.7583,12.48,13.1738,1285211.1,1.96
mistral_7b,prefill,16384,1,P1,10,13.2473,0.1058,13.0992,13.4679,13.2092,13.0992,13.4679,1236780.3,0.8
mistral_7b,prefill,16384,1,P5,10,12.9769,0.0882,12.883,13.1361,12.9873,12.883,13.1361,1262551.1,0.68
mistral_7b,prefill,16384,2,P0,10,25.9741,0.7117,24.9435,26.7355,26.2551,24.9435,26.7355,1261564.4,2.74
mistral_7b,prefill,16384,2,P1,10,26.3532,0.136,26.2264,26.7038,26.3589,26.2264,26.7038,1243416.4,0.52
mistral_7b,prefill,16384,2,P5,10,26.3378,0.5383,25.7043,27.129,26.204,25.7043,27.129,1244143.4,2.04
mistral_7b,prefill,32768,1,P0,10,51.1611,0.3187,50.704,51.7742,51.2307,50.704,51.7742,640486.6,0.62
mistral_7b,prefill,32768,1,P1,10,51.5142,0.7647,50.7993,53.34,51.4737,50.7993,53.34,636096.5,1.48
mistral_7b,prefill,32768,1,P5,10,51.4869,0.4347,51.0171,52.5251,51.4174,51.0171,52.5251,636433.7,0.84
llama31_8b,decode,512,1,P0,10,0.0545,0.0074,0.0484,0.0683,0.0508,0.0484,0.0683,18348.6,13.64
llama31_8b,decode,512,1,P1,10,0.292,0.0502,0.2595,0.4289,0.275,0.2595,0.4289,3424.7,17.18
llama31_8b,decode,512,1,P3,10,0.0519,0.0018,0.0497,0.055,0.0516,0.0497,0.055,19267.8,3.43
llama31_8b,decode,512,1,P5,10,0.0506,0.0008,0.0498,0.0524,0.0503,0.0498,0.0524,19762.8,1.54
llama31_8b,decode,512,2,P0,10,0.0554,0.0089,0.0478,0.0761,0.0531,0.0478,0.0761,36101.1,16.11
llama31_8b,decode,512,2,P1,10,0.2754,0.0154,0.2597,0.2985,0.2747,0.2597,0.2985,7262.2,5.58
llama31_8b,decode,512,2,P3,10,0.0559,0.0153,0.0498,0.0994,0.0509,0.0498,0.0994,35778.2,27.44
llama31_8b,decode,512,2,P5,10,0.0512,0.0007,0.0503,0.0523,0.0511,0.0503,0.0523,39062.5,1.35
llama31_8b,decode,512,4,P0,10,0.0758,0.0018,0.0738,0.0795,0.0754,0.0738,0.0795,52770.4,2.39
llama31_8b,decode,512,4,P1,10,0.2882,0.0155,0.2743,0.3186,0.2835,0.2743,0.3186,13879.3,5.39
llama31_8b,decode,512,4,P3,10,0.0549,0.0046,0.0495,0.0643,0.0532,0.0495,0.0643,72859.7,8.3
llama31_8b,decode,512,4,P5,10,0.0509,0.0012,0.0496,0.0529,0.0508,0.0496,0.0529,78585.5,2.37
llama31_8b,decode,512,8,P0,10,0.1294,0.0017,0.1274,0.1319,0.1295,0.1274,0.1319,61823.8,1.31
llama31_8b,decode,512,8,P1,10,0.3473,0.0106,0.336,0.3653,0.3455,0.336,0.3653,23034.8,3.05
llama31_8b,decode,512,8,P3,10,0.0606,0.0068,0.057,0.0792,0.058,0.057,0.0792,132013.2,11.16
llama31_8b,decode,512,8,P5,10,0.0593,0.0029,0.0571,0.0666,0.0583,0.0571,0.0666,134907.3,4.94
llama31_8b,decode,512,16,P0,10,0.2329,0.0024,0.2301,0.2387,0.2326,0.2301,0.2387,68699.0,1.02
llama31_8b,decode,512,16,P1,10,0.472,0.0074,0.4622,0.488,0.4722,0.4622,0.488,33898.3,1.58
llama31_8b,decode,512,16,P3,10,0.0839,0.0051,0.08,0.0972,0.0827,0.08,0.0972,190703.2,6.05
llama31_8b,decode,512,16,P5,10,0.0829,0.0044,0.0799,0.0951,0.0814,0.0799,0.0951,193003.6,5.36
llama31_8b,decode,512,32,P0,10,0.4366,0.0026,0.4332,0.4417,0.4366,0.4332,0.4417,73293.6,0.59
llama31_8b,decode,512,32,P1,10,0.8863,0.0034,0.8792,0.8912,0.8877,0.8792,0.8912,36105.2,0.39
llama31_8b,decode,512,32,P3,10,0.1323,0.0046,0.1281,0.1412,0.1325,0.1281,0.1412,241874.5,3.48
llama31_8b,decode,512,32,P5,10,0.1312,0.0052,0.1273,0.1426,0.1286,0.1273,0.1426,243902.4,3.99
llama31_8b,decode,512,64,P0,10,0.8962,0.1515,0.8439,1.3272,0.8479,0.8439,1.3272,71412.6,16.9
llama31_8b,decode,512,64,P1,10,1.722,0.0037,1.7171,1.7302,1.7215,1.7171,1.7302,37166.1,0.22
llama31_8b,decode,512,64,P3,10,0.2574,0.003,0.2529,0.2641,0.2572,0.2529,0.2641,248640.2,1.16
llama31_8b,decode,512,64,P5,10,0.2569,0.0048,0.2532,0.269,0.2571,0.2532,0.269,249124.2,1.87
llama31_8b,decode,512,128,P0,10,1.6493,0.0053,1.6457,1.6622,1.6475,1.6457,1.6622,77608.7,0.32
llama31_8b,decode,512,128,P1,10,3.3229,0.0031,3.3191,3.3297,3.3226,3.3191,3.3297,38520.6,0.09
llama31_8b,decode,512,128,P3,10,0.4725,0.0054,0.4669,0.4862,0.4722,0.4669,0.4862,270899.5,1.15
llama31_8b,decode,512,128,P5,10,0.4709,0.003,0.4671,0.4761,0.4707,0.4671,0.4761,271819.9,0.64
llama31_8b,decode,1024,1,P0,10,0.0525,0.0042,0.0495,0.0639,0.0512,0.0495,0.0639,19047.6,7.98
llama31_8b,decode,1024,1,P1,10,0.2816,0.0166,0.2657,0.3083,0.2767,0.2657,0.3083,3551.1,5.9
llama31_8b,decode,1024,1,P3,10,0.0731,0.0027,0.0703,0.0783,0.0723,0.0703,0.0783,13679.9,3.62
llama31_8b,decode,1024,1,P5,10,0.0712,0.0015,0.0696,0.0744,0.0708,0.0696,0.0744,14044.9,2.07
llama31_8b,decode,1024,2,P0,10,0.0747,0.0009,0.0733,0.0762,0.0747,0.0733,0.0762,26773.8,1.26
llama31_8b,decode,1024,2,P1,10,0.2879,0.0128,0.2754,0.3135,0.282,0.2754,0.3135,6946.9,4.45
llama31_8b,decode,1024,2,P3,10,0.0746,0.0044,0.0706,0.0842,0.0732,0.0706,0.0842,26809.7,5.94
llama31_8b,decode,1024,2,P5,10,0.0711,0.0008,0.0704,0.0727,0.0709,0.0704,0.0727,28129.4,1.2
llama31_8b,decode,1024,4,P0,10,0.1289,0.0064,0.1254,0.1465,0.1268,0.1254,0.1465,31031.8,4.93
llama31_8b,decode,1024,4,P1,10,0.3473,0.013,0.33,0.3714,0.3469,0.33,0.3714,11517.4,3.75
llama31_8b,decode,1024,4,P3,10,0.0723,0.0026,0.0704,0.0787,0.071,0.0704,0.0787,55325.0,3.62
llama31_8b,decode,1024,4,P5,10,0.0713,0.0017,0.0698,0.0757,0.0709,0.0698,0.0757,56101.0,2.38
llama31_8b,decode,1024,8,P0,10,0.227,0.0022,0.2244,0.2306,0.2273,0.2244,0.2306,35242.3,0.96
llama31_8b,decode,1024,8,P1,10,0.4693,0.0106,0.4569,0.4862,0.472,0.4569,0.4862,17046.7,2.25
llama31_8b,decode,1024,8,P3,10,0.0844,0.0054,0.0797,0.0987,0.0841,0.0797,0.0987,94786.7,6.46
llama31_8b,decode,1024,8,P5,10,0.0814,0.0017,0.0798,0.0854,0.0808,0.0798,0.0854,98280.1,2.14
llama31_8b,decode,1024,16,P0,10,0.4263,0.0032,0.4228,0.4322,0.4262,0.4228,0.4322,37532.3,0.74
llama31_8b,decode,1024,16,P1,10,0.8761,0.0054,0.8682,0.8875,0.8767,0.8682,0.8875,18262.8,0.62
llama31_8b,decode,1024,16,P3,10,0.1297,0.0033,0.1267,0.1364,0.1283,0.1267,0.1364,123361.6,2.52
llama31_8b,decode,1024,16,P5,10,0.1283,0.0013,0.1268,0.131,0.1284,0.1268,0.131,124707.7,1.0
llama31_8b,decode,1024,32,P0,10,0.82,0.0039,0.8147,0.8269,0.8199,0.8147,0.8269,39024.4,0.47
llama31_8b,decode,1024,32,P1,10,1.6893,0.004,1.6847,1.6967,1.6887,1.6847,1.6967,18942.8,0.23
llama31_8b,decode,1024,32,P3,10,0.2567,0.0053,0.251,0.2654,0.2574,0.251,0.2654,124659.1,2.05
llama31_8b,decode,1024,32,P5,10,0.2535,0.0039,0.2491,0.2625,0.2539,0.2491,0.2625,126232.7,1.52
llama31_8b,decode,1024,64,P0,10,1.5999,0.0047,1.5964,1.6092,1.5976,1.5964,1.6092,40002.5,0.29
llama31_8b,decode,1024,64,P1,10,3.2749,0.0029,3.2719,3.2823,3.2747,3.2719,3.2823,19542.6,0.09
llama31_8b,decode,1024,64,P3,10,0.4692,0.004,0.4645,0.477,0.469,0.4645,0.477,136402.4,0.85
llama31_8b,decode,1024,64,P5,10,0.4665,0.0021,0.4641,0.4697,0.4662,0.4641,0.4697,137191.9,0.44
llama31_8b,decode,1024,128,P0,10,3.1598,0.007,3.1543,3.1769,3.1578,3.1543,3.1769,40508.9,0.22
llama31_8b,decode,1024,128,P1,10,6.4172,0.0047,6.4131,6.4295,6.4166,6.4131,6.4295,19946.4,0.07
llama31_8b,decode,1024,128,P3,10,0.8925,0.0042,0.8875,0.8986,0.8921,0.8875,0.8986,143417.4,0.47
llama31_8b,decode,1024,128,P5,10,0.8906,0.0038,0.8871,0.8992,0.8915,0.8871,0.8992,143723.3,0.42
llama31_8b,decode,2048,1,P0,10,0.076,0.0018,0.0745,0.0807,0.0756,0.0745,0.0807,13157.9,2.32
llama31_8b,decode,2048,1,P1,10,0.292,0.0137,0.2757,0.3149,0.2869,0.2757,0.3149,3424.7,4.69
llama31_8b,decode,2048,1,P3,10,0.1129,0.0019,0.1108,0.1171,0.1125,0.1108,0.1171,8857.4,1.71
llama31_8b,decode,2048,1,P5,10,0.1107,0.0017,0.1093,0.1142,0.1103,0.1093,0.1142,9033.4,1.5
llama31_8b,decode,2048,2,P0,10,0.127,0.002,0.1249,0.1318,0.1263,0.1249,0.1318,15748.0,1.56
llama31_8b,decode,2048,2,P1,10,0.3651,0.0681,0.3308,0.5548,0.3382,0.3308,0.5548,5478.0,18.65
llama31_8b,decode,2048,2,P3,10,0.1131,0.0064,0.1093,0.1307,0.1107,0.1093,0.1307,17683.5,5.68
llama31_8b,decode,2048,2,P5,10,0.1114,0.0021,0.109,0.1155,0.1111,0.109,0.1155,17953.3,1.88
llama31_8b,decode,2048,4,P0,10,0.2235,0.0027,0.2206,0.2292,0.2241,0.2206,0.2292,17897.1,1.19
llama31_8b,decode,2048,4,P1,10,0.463,0.0074,0.4543,0.4791,0.4653,0.4543,0.4791,8639.3,1.59
llama31_8b,decode,2048,4,P3,10,0.1133,0.0038,0.1098,0.1203,0.1117,0.1098,0.1203,35304.5,3.37
llama31_8b,decode,2048,4,P5,10,0.1112,0.0017,0.1095,0.1152,0.1108,0.1095,0.1152,35971.2,1.54
llama31_8b,decode,2048,8,P0,10,0.4191,0.0027,0.4162,0.4247,0.419,0.4162,0.4247,19088.5,0.64
llama31_8b,decode,2048,8,P1,10,0.8669,0.0024,0.8626,0.8699,0.8675,0.8626,0.8699,9228.3,0.28
llama31_8b,decode,2048,8,P3,10,0.1306,0.0051,0.1265,0.1424,0.131,0.1265,0.1424,61255.7,3.88
llama31_8b,decode,2048,8,P5,10,0.128,0.0044,0.1251,0.1395,0.1264,0.1251,0.1395,62500.0,3.42
llama31_8b,decode,2048,16,P0,10,0.808,0.0028,0.8054,0.8153,0.8076,0.8054,0.8153,19802.0,0.34
llama31_8b,decode,2048,16,P1,10,1.6766,0.0033,1.6733,1.6843,1.6768,1.6733,1.6843,9543.1,0.2
llama31_8b,decode,2048,16,P3,10,0.2562,0.003,0.2538,0.2627,0.2556,0.2538,0.2627,62451.2,1.17
llama31_8b,decode,2048,16,P5,10,0.2561,0.0056,0.2522,0.2702,0.2542,0.2522,0.2702,62475.6,2.18
llama31_8b,decode,2048,32,P0,10,1.5763,0.0036,1.5738,1.5853,1.5756,1.5738,1.5853,20300.7,0.23
llama31_8b,decode,2048,32,P1,10,3.2505,0.0024,3.2472,3.2544,3.2501,3.2472,3.2544,9844.6,0.07
llama31_8b,decode,2048,32,P3,10,0.469,0.0045,0.4634,0.48,0.4692,0.4634,0.48,68230.3,0.95
llama31_8b,decode,2048,32,P5,10,0.4693,0.0047,0.4655,0.4798,0.4684,0.4655,0.4798,68186.7,1.01
llama31_8b,decode,2048,64,P0,10,3.1219,0.0062,3.115,3.1351,3.1209,3.115,3.1351,20500.3,0.2
llama31_8b,decode,2048,64,P1,10,6.3941,0.007,6.3787,6.4027,6.3944,6.3787,6.4027,10009.2,0.11
llama31_8b,decode,2048,64,P3,10,0.899,0.0048,0.8926,0.907,0.8989,0.8926,0.907,71190.2,0.53
llama31_8b,decode,2048,64,P5,10,0.8967,0.0039,0.8899,0.9047,0.8964,0.8899,0.9047,71372.8,0.43
llama31_8b,decode,2048,128,P0,10,6.2242,0.0089,6.2167,6.2455,6.2231,6.2167,6.2455,20564.9,0.14
llama31_8b,decode,2048,128,P1,10,12.6643,0.0088,12.6575,12.687,12.6619,12.6575,12.687,10107.2,0.07
llama31_8b,decode,2048,128,P3,10,1.7393,0.0052,1.7327,1.7526,1.7393,1.7327,1.7526,73592.8,0.3
llama31_8b,decode,2048,128,P5,10,1.7374,0.0029,1.7335,1.743,1.7373,1.7335,1.743,73673.3,0.17
llama31_8b,decode,4096,1,P0,10,0.1293,0.0057,0.1246,0.1428,0.1266,0.1246,0.1428,7734.0,4.4
llama31_8b,decode,4096,1,P1,10,0.3437,0.0127,0.333,0.3723,0.3418,0.333,0.3723,2909.5,3.69
llama31_8b,decode,4096,1,P3,10,0.1927,0.0022,0.19,0.1961,0.1925,0.19,0.1961,5189.4,1.13
llama31_8b,decode,4096,1,P5,10,0.19,0.0017,0.1876,0.1926,0.1902,0.1876,0.1926,5263.2,0.89
llama31_8b,decode,4096,2,P0,10,0.2201,0.0024,0.2169,0.2243,0.2211,0.2169,0.2243,9086.8,1.08
llama31_8b,decode,4096,2,P1,10,0.4582,0.0058,0.4502,0.4663,0.459,0.4502,0.4663,4364.9,1.26
llama31_8b,decode,4096,2,P3,10,0.1925,0.0025,0.1888,0.1955,0.1935,0.1888,0.1955,10389.6,1.28
llama31_8b,decode,4096,2,P5,10,0.1924,0.0051,0.1881,0.203,0.19,0.1881,0.203,10395.0,2.67
llama31_8b,decode,4096,4,P0,10,0.4016,0.0028,0.3986,0.4074,0.4017,0.3986,0.4074,9960.2,0.7
llama31_8b,decode,4096,4,P1,10,0.8489,0.0046,0.8422,0.8592,0.8486,0.8422,0.8592,4712.0,0.54
llama31_8b,decode,4096,4,P3,10,0.1925,0.0024,0.1888,0.196,0.1926,0.1888,0.196,20779.2,1.27
llama31_8b,decode,4096,4,P5,10,0.191,0.0015,0.189,0.1938,0.1912,0.189,0.1938,20942.4,0.79
llama31_8b,decode,4096,8,P0,10,0.787,0.0032,0.7827,0.7927,0.7862,0.7827,0.7927,10165.2,0.4
llama31_8b,decode,4096,8,P1,10,1.6572,0.0033,1.6519,1.6626,1.6578,1.6519,1.6626,4827.4,0.2
llama31_8b,decode,4096,8,P3,10,0.2575,0.004,0.253,0.2673,0.2572,0.253,0.2673,31068.0,1.53
llama31_8b,decode,4096,8,P5,10,0.2559,0.0042,0.2517,0.2661,0.2561,0.2517,0.2661,31262.2,1.64
llama31_8b,decode,4096,16,P0,10,1.5355,0.0047,1.5247,1.543,1.5367,1.5247,1.543,10420.1,0.31
llama31_8b,decode,4096,16,P1,10,3.2,0.0035,3.1971,3.2094,3.1998,3.1971,3.2094,5000.0,0.11
llama31_8b,decode,4096,16,P3,10,0.4766,0.0049,0.4705,0.4842,0.4782,0.4705,0.4842,33571.1,1.02
llama31_8b,decode,4096,16,P5,10,0.4757,0.0038,0.4716,0.4829,0.4763,0.4716,0.4829,33634.6,0.8
llama31_8b,decode,4096,32,P0,10,3.0211,0.0091,3.0152,3.0462,3.0191,3.0152,3.0462,10592.2,0.3
llama31_8b,decode,4096,32,P1,10,6.2847,0.0091,6.2743,6.2989,6.2817,6.2743,6.2989,5091.7,0.15
llama31_8b,decode,4096,32,P3,10,0.9099,0.0063,0.9019,0.9181,0.9087,0.9019,0.9181,35168.7,0.69
llama31_8b,decode,4096,32,P5,10,0.9082,0.0042,0.9039,0.9165,0.9074,0.9039,0.9165,35234.5,0.46
llama31_8b,decode,4096,64,P0,10,6.0267,0.0117,6.0174,6.0548,6.0236,6.0174,6.0548,10619.4,0.19
llama31_8b,decode,4096,64,P1,10,12.4739,0.0101,12.4589,12.4926,12.4746,12.4589,12.4926,5130.7,0.08
llama31_8b,decode,4096,64,P3,10,1.7546,0.006,1.7458,1.764,1.7564,1.7458,1.764,36475.5,0.34
llama31_8b,decode,4096,64,P5,10,1.7537,0.0039,1.7453,1.7595,1.7544,1.7453,1.7595,36494.3,0.22
llama31_8b,decode,4096,128,P0,10,12.0245,0.0235,12.0088,12.0893,12.018,12.0088,12.0893,10644.9,0.2
llama31_8b,decode,4096,128,P1,10,24.798,0.0166,24.7841,24.841,24.7925,24.7841,24.841,5161.7,0.07
llama31_8b,decode,4096,128,P3,10,3.413,0.0082,3.4047,3.4297,3.4126,3.4047,3.4297,37503.7,0.24
llama31_8b,decode,4096,128,P5,10,3.4096,0.0095,3.3983,3.4293,3.4082,3.3983,3.4293,37541.1,0.28
llama31_8b,decode,8192,1,P0,10,0.2213,0.0025,0.2183,0.2262,0.2212,0.2183,0.2262,4518.8,1.11
llama31_8b,decode,8192,1,P1,10,0.4616,0.0085,0.4531,0.4828,0.4608,0.4531,0.4828,2166.4,1.85
